NN,l1,RF,XGBoost,true
0.16578388214111328,0.15510393303118059,0.19507116177983372,0.08573435,0
0.145109623670578,0.04046375113806545,0.17742626112253637,0.09532037,0
0.1580105721950531,0.09068383810868612,0.10938394758158516,0.051871303,0
0.08123013377189636,0.02662604060269527,0.050622358701660944,0.031352207,0
0.10167044401168823,0.09760009290179492,0.14377772264626362,0.058241934,0
0.15366551280021667,0.18669182068305526,0.11718114268113806,0.35518083,0
0.4487568438053131,0.9902950907832367,0.9976082508433336,0.9665646,1
0.08056890964508057,0.027185908421035805,0.04950892311397132,0.030903354,0
0.31288760900497437,0.34802617671242875,0.29353150465546146,0.4409664,0
0.11781790852546692,0.06522011524488262,0.1921538397347916,0.2139666,0
0.16106635332107544,0.219627654012867,0.1139159154839348,0.1976715,0
0.25584864616394043,0.38843297238581603,0.8108418174886236,0.483445,1
0.1420016586780548,0.11237848159383874,0.16451309460294414,0.16371809,0
0.14200177788734436,0.11237848159383874,0.16451309460294414,0.16371809,0
0.13643556833267212,0.12534998934355454,0.17077119647585462,0.21559058,0
0.2762988209724426,0.3571062256006556,0.5161862199832942,0.44309083,1
0.1577148139476776,0.07714038599827912,0.21569244553873057,0.25556186,0
0.5573328733444214,0.9999982685965586,0.9589202241077425,0.9402397,1
0.18126210570335388,0.13592575934063042,0.3375896876631872,0.16985334,0
0.5576883554458618,0.9839394352552958,0.2281013293505783,0.53027844,1
0.16470623016357422,0.008256421505119214,0.1044120625270948,0.04838961,0
0.1451909840106964,0.1270371165627671,0.12029583769645745,0.05034587,0
0.3412085771560669,0.4631422591634901,0.20567212640092244,0.3114999,0
0.28486520051956177,0.3347694671988503,0.21521828314103963,0.38839304,0
0.12091287970542908,0.0707874473889475,0.12002473130614491,0.051003203,0
0.08023279905319214,0.01861419237901755,0.1424844595580672,0.071178354,0
0.171825110912323,0.1442423298284569,0.13886912780651495,0.14231719,0
0.07994583249092102,0.045374960900859435,0.053635888876114826,0.06119546,0
0.08242148160934448,0.05649674515460767,0.053635888876114826,0.06266447,0
0.10425972938537598,0.059087348630404005,0.06584171925867485,0.03514754,0
0.09664389491081238,0.08201208729338913,0.17145240638566409,0.12989223,0
0.07999604940414429,0.04312648745712349,0.17854357822084896,0.07248437,0
0.13838601112365723,0.010818021819199532,0.10462774794346165,0.035718735,0
0.15436413884162903,0.1848993283233852,0.24815821744036376,0.24863687,0
0.11193004250526428,0.06590625915360332,0.06584171925867485,0.034415048,0
0.17993894219398499,0.1752460898908294,0.19873333219915537,0.14785203,0
0.1346319615840912,0.1251757253516584,0.12511211678336884,0.11652056,0
0.13406109809875488,0.12489193893169903,0.12323122290034107,0.12910146,0
0.22848820686340332,0.38732589011249197,0.40153343140678177,0.2575001,0
0.07954031229019165,0.018963989357719358,0.04189992302644324,0.045895793,0
0.24592208862304688,0.32032569562978064,0.3728900223144946,0.25259042,0
0.2307988405227661,0.311698251057656,0.47112932078474795,0.1570932,0
0.36172524094581604,0.4794204197360391,0.5008546193560565,0.34242615,0
0.11204752326011658,0.05815839916621067,0.1753008228792673,0.17054062,0
0.19612228870391846,0.24610682923760058,0.4752065893306909,0.695954,1
0.24168863892555237,0.33483591567290544,0.3754670087284419,0.27105603,0
0.24885812401771545,0.339891842470402,0.3754670087284419,0.3424084,0
0.21647870540618896,0.2516327430579297,0.39355266084514623,0.32060143,1
0.1574769914150238,0.27490811426446016,0.3809533009796826,0.29159993,0
0.12872105836868286,0.06332998179137916,0.23069623836534248,0.12996072,0
0.10768896341323853,0.0673406157737155,0.1251117346154481,0.048760194,1
0.2003815770149231,0.23937278886472219,0.3913169936182238,0.2920287,0
0.12146317958831787,0.08024995736791977,0.09410762357203574,0.050918728,1
0.2119913101196289,0.023612720599606014,0.22905602882452525,0.09478374,0
0.16061639785766602,0.2046684697037735,0.1366161044556004,0.08855637,0
0.16704505681991577,0.15551788853480883,0.361225861786706,0.21056472,0
0.2081834077835083,0.22931303768211606,0.37479173040917263,0.31853884,0
0.10199832916259766,0.05981700765041423,0.12503870605457656,0.15072614,0
0.1629304587841034,0.15210178061214213,0.24921367692749913,0.21561196,0
0.09105023741722107,0.0021784531131020597,0.10389112670373105,0.042985238,0
0.07985901832580566,0.026370433430753494,0.07444745531094042,0.076942615,0
0.18683511018753052,0.17563939659935762,0.1551151071406431,0.2382654,0
0.5573682188987732,0.9998506441462898,1.0,0.9765553,1
0.5574240684509277,0.9998635034772095,1.0,0.9726795,1
0.16136038303375244,0.07704759242187367,0.18812678334261784,0.11648035,0
0.1266648769378662,0.0952625410017788,0.16414812070677007,0.16397306,0
0.2754656970500946,0.2534831873045636,0.5161862199832942,0.20245473,1
0.311460018157959,0.4344351377723985,0.5148425618424762,0.33675033,1
0.17544424533843994,0.12887567909473746,0.11430902514260768,0.09663038,1
0.5576883554458618,0.999931171533473,1.0,0.97508043,1
0.07956385612487793,0.021555531031108417,0.03641665130599757,0.058926918,0
0.07952141761779785,0.017896717245594922,0.03803653126709774,0.025482496,0
0.2451942265033722,0.21941271415169877,0.47158830898388093,0.17407478,1
0.13474410772323608,0.07704844968048721,0.07321785119945362,0.06684426,0
0.2528616487979889,0.19195571476645762,0.19876827305222963,0.15467153,0
0.1275618076324463,0.007998210063580419,0.035420842905806854,0.020553576,0
0.09947353601455688,0.0734329733917187,0.12367103124472721,0.061237823,0
0.2648942172527313,0.3482847307835825,0.4783758697080412,0.19770443,1
0.16666749119758606,0.23951250833919882,0.12075385049843707,0.14814334,0
0.25291362404823303,0.19195571476645762,0.19876827305222963,0.1538062,0
0.23735526204109192,0.3162156482570458,0.2026215041238564,0.14968096,0
0.1107238233089447,0.17819643948777522,0.048419472450475,0.060081583,0
0.5576883554458618,0.999999999999869,1.0,0.9947777,1
0.2681092917919159,0.03279272622663315,0.16811172447338352,0.12644334,0
