NN,l1,RF,XGBoost,true
0.12849408388137817,0.18401200642091836,0.2171480103875249,0.17118266,0
0.06151530146598816,0.11871139582291637,0.14021355214000814,0.12850319,0
0.08909580111503601,0.0958205684526028,0.14374909367492722,0.07228539,0
0.038944393396377563,0.033407791330016166,0.07171871559882269,0.046124205,0
0.08748385310173035,0.09865862829074659,0.1294686826915642,0.1578827,0
0.15268626809120178,0.17002441982128919,0.16361100164814787,0.48418167,0
0.9753246307373047,0.9488200678948299,0.9650394026552738,0.94490516,1
0.04309776425361633,0.037373374350253744,0.07745158485353956,0.06731143,0
0.30899694561958313,0.33414158184138587,0.2641352084696855,0.3001925,0
0.09325975179672241,0.07768365548831226,0.14302838415888494,0.14455606,0
0.1577731966972351,0.17544665239523613,0.10984613678348012,0.18563952,0
0.25984224677085876,0.35031211505198895,0.5643123487044719,0.3208588,1
0.1378004550933838,0.1250506692648492,0.12147915073930876,0.16700111,0
0.13780087232589722,0.1250506692648492,0.12147915073930876,0.16700111,0
0.1310620903968811,0.12477774436540823,0.1291747019845247,0.17216122,0
0.2642265558242798,0.3535252138916657,0.44255619892676,0.42425838,1
0.09001052379608154,0.08524103273143159,0.26650702774395135,0.23649515,0
0.999481737613678,0.9998910013055746,0.9131199613198538,0.9196351,1
0.08020135760307312,0.13264665426186492,0.18288426797857252,0.16262685,0
0.9998626112937927,0.666742067295927,0.2716463024187758,0.3663213,1
0.04092934727668762,0.03423003748240874,0.13257769543202563,0.104928784,0
0.1425919234752655,0.1314921788622671,0.1507838048855571,0.09372119,0
0.35988500714302063,0.405336147893706,0.25287423888733684,0.2540572,0
0.2690449655056,0.32348311131799723,0.23309653299106506,0.34304416,0
0.05603209137916565,0.08412071245668576,0.15407930609400822,0.07735318,0
0.027288585901260376,0.03318753551828752,0.13095937410523567,0.11589651,0
0.14544010162353516,0.1582245910682378,0.19354923206382324,0.19063456,0
0.038751453161239624,0.05629850198626483,0.07754743780281678,0.07555729,0
0.06102496385574341,0.05812207407884277,0.07736069504470096,0.07555729,0
0.038308680057525635,0.07096530390801607,0.1115992042860518,0.07039079,0
0.036749303340911865,0.0810834102587513,0.2003956553216929,0.12792048,0
0.024154841899871826,0.04845104814692602,0.16031838301687457,0.09323098,0
0.03563970327377319,0.03678004231882546,0.11403227140129864,0.076442875,0
0.07863807678222656,0.16477216031651218,0.2267539816763291,0.16724552,0
0.04823756217956543,0.07322708661161267,0.1115992042860518,0.07039079,0
0.12234467267990112,0.19392680752424743,0.24591273046340917,0.2383371,0
0.11272913217544556,0.13429999567939396,0.1150436696521283,0.15493156,0
0.11510750651359558,0.13611007477670845,0.11007201455874456,0.15493156,0
0.22052296996116638,0.3812208148825115,0.3510577320050537,0.28691027,0
0.02552279829978943,0.02792641530278542,0.06825923371190884,0.05767487,0
0.20410510897636414,0.301613764349818,0.25754636073758297,0.26591754,0
0.19972646236419678,0.3202355292743436,0.3775619796873002,0.2350386,0
0.10394346714019775,0.5835564684528134,0.4219349907850039,0.42291975,0
0.0586887001991272,0.07369435491227551,0.14055093829313164,0.15691009,0
0.1596328616142273,0.2457261865357247,0.3554766709883523,0.41625458,1
0.19131264090538025,0.303478136644105,0.3031798434138464,0.26813647,0
0.2133752405643463,0.31067237088438954,0.3034803178471622,0.3067951,0
0.1501135230064392,0.24709943319598773,0.2825626229607886,0.34533796,1
0.12065050005912781,0.2605923882795071,0.23460164449842566,0.34415808,0
0.044466644525527954,0.0951926587816169,0.16004610221267607,0.21000826,0
0.047099292278289795,0.07613003687624766,0.16291809034403182,0.12749843,1
0.14509084820747375,0.23599398976372601,0.28644664249198326,0.31135803,0
0.08152452111244202,0.09355310954303438,0.088167031062705,0.126188,1
0.030144184827804565,0.11362572645062388,0.27673723553805923,0.12105102,0
0.07681265473365784,0.1840666071246634,0.1891885015801,0.17442887,0
0.09551545977592468,0.17218221752193297,0.24378910996005101,0.2383371,0
0.17528176307678223,0.2287892767763036,0.2759148040823942,0.2890764,0
0.048418402671813965,0.07145527877748964,0.1006628842377577,0.1677168,0
0.1111488938331604,0.15471926097421015,0.1854582644937735,0.17652413,0
0.009661763906478882,0.0280205009607055,0.12490816692124647,0.07231254,0
0.024765849113464355,0.035323645771763876,0.08150400401564625,0.07930527,0
0.09439513087272644,0.19766716020883623,0.16928644785030894,0.22532117,0
0.9998044967651367,0.997019745484373,0.9941788914145387,0.9815036,1
0.9998122453689575,0.997143860591679,0.9941788914145387,0.9815036,1
0.07158610224723816,0.0936945509873403,0.23076382761563255,0.18215035,0
0.12149447202682495,0.1114117970460239,0.11546822948936473,0.16820797,0
0.16732341051101685,0.2853448680612987,0.4497919525233818,0.40777734,1
0.3517807722091675,0.4161444562895879,0.4441595169144315,0.3922847,1
0.10203495621681213,0.1448786865284613,0.178656002537824,0.13198794,1
0.9998608827590942,0.9981674391689533,0.9941788914145387,0.9815036,1
0.02981090545654297,0.025935301847267927,0.06995149062168936,0.06653734,0
0.028155148029327393,0.02604385906832565,0.056069188688217295,0.04497798,0
0.16627517342567444,0.2688934805480542,0.38601018404284526,0.24007878,1
0.09965971112251282,0.0900906897946465,0.08307512241042969,0.09146102,0
0.14700666069984436,0.2573578593592967,0.2505591001093756,0.21862094,0
0.03143495321273804,0.016590152116866524,0.07216644982848046,0.04554962,0
0.03524947166442871,0.09417914712153397,0.16543635455906086,0.13614073,0
0.304897278547287,0.354600376206474,0.3841651864563966,0.2350386,1
0.27521467208862305,0.14713228671101097,0.1655126104476059,0.12695938,0
0.14709198474884033,0.2573578593592967,0.25009356669708416,0.21862094,0
0.2461162805557251,0.30234259037528033,0.2585997974104351,0.2200979,0
0.18371152877807617,0.09646920270800403,0.07639406545302588,0.13946225,0
0.9999666213989258,0.9999999985671297,0.9968572265733384,0.9842636,1
0.06266865134239197,0.09996555238297508,0.3031916542937459,0.23391831,0
0.042893052101135254,0.03640551854732872,0.13973749858268783,0.09502176,0
0.9996164441108704,0.99979946202767,0.9620612935198558,0.95158076,1
0.3748331069946289,0.44185456175570625,0.34731413816047974,0.44513604,0
0.14826169610023499,0.24686974910187232,0.31552460898767587,0.29354158,0
0.204900860786438,0.09331213528598042,0.07247552141689785,0.0978384,0
0.33911600708961487,0.39565763232066387,0.3370218203489918,0.35301757,0
0.19374310970306396,0.2400111207023527,0.23706586769127722,0.23356962,0
0.08634477853775024,0.07041390070768587,0.06593526019682741,0.08505938,0
0.08634427189826965,0.07041390070768587,0.06593526019682741,0.08505938,0
0.06407132744789124,0.06663813673110933,0.057851124761866775,0.06478739,0
0.19377562403678894,0.2400111207023527,0.2380042218272538,0.23356962,0
0.09453514218330383,0.0813710861931435,0.06592602652628898,0.09349768,0
0.35297197103500366,0.39666910173765435,0.4401292098496744,0.4979491,1
0.999746561050415,0.9996204558424872,0.9938098877245021,0.96753985,1
0.17340803146362305,0.23389796907894658,0.23801927974551865,0.23356962,0
0.12624865770339966,0.15820563712984242,0.23672279384874143,0.19995172,0
0.35585370659828186,0.4305826482221678,0.43795319129686694,0.36823654,0
0.2648009657859802,0.26105733345585574,0.24859139093380878,0.26367947,1
0.25453031063079834,0.26908665508255164,0.2662275782963799,0.26448694,1
0.395953506231308,0.47199307195659645,0.3303755645879973,0.368889,0
0.02350693941116333,0.028291863760673917,0.05945726381264924,0.04959144,0
0.12594199180603027,0.11571165864568748,0.10054849181019979,0.123635046,0
0.10946857929229736,0.1051439219862166,0.126989004542481,0.15026158,0
0.1514272391796112,0.15135730431347805,0.09728853886204941,0.09932809,0
0.19743451476097107,0.21710110925423756,0.2075813051278571,0.21534361,0
0.27000534534454346,0.2772262740486514,0.25436626663241757,0.25572434,0
0.25453561544418335,0.28860111466083477,0.2482422848702841,0.2384104,1
0.08040472865104675,0.08507274024104698,0.1384014026995719,0.103905424,0
0.25455746054649353,0.29596954978782325,0.21908205753116852,0.24454005,0
0.1289428472518921,0.1457825175676824,0.1145705864692315,0.046545222,0
0.3437175750732422,0.4069666880030357,0.4478702702619971,0.43918118,0
0.31027451157569885,0.3779889932960714,0.42528367161540137,0.3322882,1
0.24795034527778625,0.25344575238450706,0.2494089987224724,0.2383371,0
0.10716527700424194,0.1267191817594295,0.1247454852734668,0.16243671,0
0.21090638637542725,0.2621023437874259,0.31839357276311725,0.30455235,1
0.23456144332885742,0.2686941048728975,0.31839357276311725,0.30455235,1
0.29597216844558716,0.299698053636086,0.3151073723992809,0.3105901,0
0.13906696438789368,0.19826442541956937,0.1647672833657466,0.15568133,0
0.13351574540138245,0.09310530674970724,0.07151072731857883,0.060404982,0
0.2600024938583374,0.31093733715611893,0.40588430645779366,0.27269712,0
0.03258615732192993,0.026191355380622467,0.0914117734755981,0.06568487,0
0.09764578938484192,0.099747985347453,0.4581524658621901,0.4575363,0
0.1950148046016693,0.2456249494034076,0.25390297141774315,0.2383371,0
