NN,l1,RF,XGBoost,true
0.2041458785533905,0.1564987386866767,0.08127644798823098,0.1591592,0
0.2969328761100769,0.34052181953383076,0.3975172457593463,0.16437468,0
0.18447944521903992,0.10063665007349559,0.11382457911066622,0.04268017,0
0.18447944521903992,0.10063665007349559,0.11382457911066622,0.04268017,0
0.18167924880981445,0.12101725361720345,0.16673200044162223,0.22254834,0
0.2786043882369995,0.2569180299170831,0.6848775522600034,0.7874395,0
0.3396933674812317,0.33516228462468517,0.3347838522671085,0.31015432,1
0.16030660271644592,0.10742942566162368,0.04761234962651356,0.023762923,0
0.29228031635284424,0.3277134846583428,0.24901645653333526,0.55621916,0
0.21569594740867615,0.16396547261895073,0.15994739300575742,0.113938004,0
0.19768968224525452,0.27329900878000707,0.1907071174888287,0.23453973,0
0.3357647657394409,0.26441128396829977,0.676114513215597,0.8683532,1
0.24830108880996704,0.23246660192164276,0.1701505056270771,0.453569,0
0.24830111861228943,0.23246660192164276,0.1701505056270771,0.453569,0
0.21233946084976196,0.13790762136069723,0.19764190349569463,0.15806171,0
0.2441486120223999,0.2707737010685845,0.24133871814414065,0.14957798,1
0.20766261219978333,0.14712084304045078,0.14427966374922302,0.294379,0
0.4792037010192871,0.7240830607725178,0.8188888772034717,0.7870026,1
0.3070967197418213,0.34756875478173915,0.39441378844991715,0.17372936,0
0.41904181241989136,0.4610304839670237,0.4154301776151064,0.59553194,1
0.3752128481864929,0.4594166022076087,0.48502746325063056,0.3934676,0
0.15289759635925293,0.10142843991786737,0.05358806297027696,0.035762604,0
0.2693437337875366,0.33925617021864746,0.19227608192371,0.32983807,0
0.2777516841888428,0.2870437468695802,0.2277300358167864,0.33548105,0
0.17150643467903137,0.11450953188582519,0.10834150278054455,0.03238611,0
0.20070543885231018,0.11506543364283786,0.1879883701819988,0.059658274,0
0.19273146986961365,0.13401430508794204,0.12692103765289167,0.11464541,0
0.16117540001869202,0.10865315935390259,0.07624281152192415,0.087270476,0
0.16171589493751526,0.11118916914773991,0.09555868529454453,0.11366345,0
0.1638648509979248,0.10879316752097441,0.08143445654274245,0.04971686,0
0.17109480500221252,0.11725796905746041,0.19768996682057016,0.07697437,0
0.17109480500221252,0.11725796905746041,0.19768996682057016,0.07697437,0
0.32162877917289734,0.30897790685976784,0.2984942588979669,0.13309966,0
0.26001304388046265,0.19837639029271045,0.30949222638197127,0.49543685,0
